kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
PSAB;J RESOURCES ASIA PASIFIK Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B143. Gold;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;140301287.0;700542553.0;840843840.0;212920060.0;229185272.0;442105332.0;58830001.0;0;102481975.0;324962476.0;398738508.0;840843840.0;93388820.0;17800931.0;8295984.0;8295984.0;24885087.0;13558037.0;-2947477.0;11243461.0;-940096.0;6543873.0
PSDN;Prasidha Aneka Niaga Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;233247740114.0;474149050161.0;707396790275.0;405642674924.0;246022482718.0;651665157642.0;252000000000.0;0;52681380953.0;-24723292611.0;55731632633.0;707396790275.0;53913145626.0;-70696628609.0;-82495584993.0;-82495584993.0;-74325337415.0;-80942436155.0;-87778640515.0;5283055522.0;15626064032.0;29564290172.0
PSGO;PT Palma Serasih Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;953903389311.0;2778004263458.0;3731907652769.0;418048143349.0;1889047478033.0;2307095621382.0;1885000000000.0;0;-21549145012.0;1424540030077.0;1424812031387.0;3731907652769.0;436438219068.0;224944834030.0;213841959820.0;213841959820.0;214824068652.0;214824099030.0;213841990546.0;-30726.0;166845084046.0;367456523185.0
PSKT;PT Red Planet Indonesia Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;13622237221.0;410740844205.0;424363081426.0;32550994542.0;34444448835.0;66995443377.0;1035123163600.0;0;-376241012633.0;357391649196.0;357367638049.0;424363081426.0;24538899523.0;-11502021979.0;-12133423252.0;-12133423252.0;-12133423252.0;-12133695476.0;-12133695476.0;272224.0;-1528217123.0;7750884272.0
PSSI;PT IMC Pelita Logistik Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;50722996.0;110513154.0;161236150.0;32271352.0;14308911.0;46580263.0;49539234.0;;5619112.0;114219362.0;114655887.0;161236150.0;34900235.0;27725203.0;25041806.0;25041806.0;25625900.0;25602294.0;25018216.0;23590.0;9451789.0;21907017.0
PTBA;Bukit Asam Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;18211500.0;17912203.0;36123703.0;7500647.0;4369332.0;11869979.0;1152066.0;0;594303.0;24059665.0;24253724.0;36123703.0;13484223.0;10358675.0;8036888.0;8036888.0;7575939.0;7448164.0;7909113.0;127775.0;44743.0;4394195.0
PTDU;PT Djasa Ubersakti Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;275947897810.0;70459682121.0;346407579931.0;227646842784.0;23120534329.0;250767377113.0;75000000000.0;;15727289192.0;91736937726.0;95640202818.0;346407579931.0;43988431754.0;3013975529.0;3013975529.0;3013975529.0;3063947970.0;3063311721.0;3013339280.0;636249.0;19834567604.0;49079635756.0
PTIS;Indo Straits Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;Foreign Corporation;Foreign Company;31/12/22;Dollar Amerika / USD;15606.0;Satuan Penuh / Full Amount;8225778.0;28629142.0;36854920.0;2292700.0;17741345.0;20034045.0;7081921.0;0;9357214.0;16811209.0;16820875.0;36854920.0;3833318.0;42256.0;123885.0;123885.0;181950.0;175229.0;117164.0;6721.00.00;817226.0;1131630.0
PTPP;PP (Persero) Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;33731768331332.0;21842075403753.0;55573843735085.0;30145580969255.0;11098113084773.0;41243694054028.0;619989735400.0;;4710054735222.0;10853255496100.0;14330149681057.0;55573843735085.0;2174582231584.0;967837239649.0;361421984159.0;361421984159.0;402248068131.0;299544028653.0;265976722562.0;95445261597.0;-773947083316.0;6603375865710.0
PTPW;PT Pratama Widya Tbk.;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;291492549503.0;249360150515.0;540852700018.0;97286281035.0;9676634658.0;106962915693.0;87818750000.0;0;94001250000.0;433889784325.0;433889784325.0;540852700018.0;109023211289.0;52144452340.0;52047642440.0;52047642440.0;52207395145.0;52207395145.0;52047642440.0;0;22525214341.0;22666242952.0
PTRO;Petrosea Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A132. Oil, Gas & Coal Equipment & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Ribuan / In Thousand;231801.0;300935.0;532736.0;167379.0;105134.0;272513.0;33438.0;;-4602.0;259492.0;260223.0;532736.0;74562.0;41334.0;33953.0;33953.0;36958.0;36719.0;33714.0;239.00.00;-44812.0;89325.0
PTSN;Sat Nusapersada Tbk;I. Technology;I2. Technology Hardware & Equipment;I21. Networking Equipment;I211. Networking Equipment;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;69941480.0;103258452.0;173199932.0;51383270.0;32035952.0;83419222.0;32329685.0;0;31128067.0;89775951.0;89780710.0;173199932.0;22741731.0;7562194.0;5820485.0;5820485.0;7089721.0;7089929.0;5820693.0;-208.0;4044345.0;11927239.0
PTSP;Pioneerindo Gourmet International Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;72020215.0;251171146.0;323191361.0;129805892.0;65507359.0;195313251.0;110404000.0;0;6800000.0;107275642.0;127878110.0;323191361.0;251961898.0;-13157837.0;-17619819.0;-17619819.0;-17631742.0;-17601315.0;-17603059.0;-16760.0;-23030293.0;33035644.0
PUDP;Pudjiadi Prestige Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;231727305908.0;260276637621.0;492003943529.0;25169388600.0;165376670553.0;190546059153.0;164780000000.0;;-37593011275.0;301347982091.0;301457884376.0;492003943529.0;41150075025.0;-14614332242.0;-17733938826.0;-17733938826.0;-15767288247.0;-15772411403.0;-17739061982.0;5123156.0;-6781938179.0;7744898856.0
PURA;PT Putra Rajawali Kencana Tbk.;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;78544307987.0;402953402861.0;481497710848.0;25697834879.0;14511800790.0;40209635669.0;293139020450.0;0;126929358124.0;441288075179.0;441288075179.0;481497710848.0;22919354705.0;10276763954.0;8229463075.0;8229463075.0;8224871729.0;8224871729.0;8229463075.0;0;-22314200492.0;5095557635.0
PURI;PT Puri Global Sukses Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;208869852172.0;15874210508.0;224744062680.0;79186691840.0;18469888193.0;97656580033.0;50000000000.0;;21052540000.0;100349309939.0;127087482647.0;224744062680.0;23046347307.0;9072601203.0;9071721203.0;9071721203.0;9131987357.0;10097631267.0;10037365113.0;-965643910.0;8334446592.0;14258746850.0
PWON;Pakuwon Jati Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;11453040378.0;17413040751.0;28866081129.0;3018980942.0;6668661728.0;9687642670.0;1203990060.0;0;362194103.0;16046705530.0;19178438459.0;28866081129.0;2764044220.0;1564246044.0;1550434339.0;1550434339.0;1579743188.0;1411226523.0;1382548068.0;167886271.0;3550241645.0;6448608484.0
PYFA;Pyridam Farma Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;326430905577.0;479790669695.0;806221575272.0;251838113066.0;387282894750.0;639121007816.0;53508000000.0;;2065084580.0;167100058050.0;167100567456.0;806221575272.0;244580974995.0;8811330955.0;5478952440.0;5478952440.0;9468310169.0;9468301816.0;5478944087.0;8353.00.00;38098034679.0;47733236120.0
PZZA;PT Sarimelati Kencana Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;440672685966.0;1758397447057.0;2199070133023.0;474684982680.0;500276235390.0;974961218070.0;302187500000.0;0;581375000000.0;1224108914953.0;1224108914953.0;2199070133023.0;2249046911126.0;36498898033.0;49986602500.0;49986602500.0;64401349871.0;64401349871.0;49986602500.0;0;37861667706.0;98937536480.0
RAFI;PT Sari Kreasi Boga Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;60966917719.0;14161553462.0;75128471181.0;21509845173.0;5924949696.0;27434794869.0;32700000000.0;00.00;00.00;47693676312.0;47693676312.0;75128471181.0;0;18.178.188.589.402.700;14.168.799.850.402.700;14.168.799.850.402.700;14.217.262.335.402.700;1.421.726.233.493.720;1.416.879.984.993.720;0;96841016.0;711551582.0
RAJA;Rukun Raharja Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15.731;Satuan Penuh / Full Amount;64932853.0;180653299.0;245586152.0;19701199.0;100767697.0;120468896.0;10964473.0;0;23215570.0;101785109.0;125117256.0;245586152.0;15420887.0;4651666.0;3396731.0;3396731.0;3527018.0;2366249.0;2252268.0;1144463.0;-1734828.0;37071296.0
RALS;Ramayana Lestari Sentosa Tbk;E. Consumer Cyclicals;E7. Retailing;E73. Department Stores;E731. Department Stores;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;3241685.0;1836171.0;5077856.0;901987.0;552244.0;1454231.0;354800.0;0;147525.0;3623625.0;3623625.0;5077856.0;1210060.0;189019.0;166161.0;166161.0;181965.0;181965.0;166161.0;00.00;27789.0;1582017.0
RANC;Supra Boga Lestari Tbk;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D113. Supermarkets & Convenience Store;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;570901473128.0;941134541032.0;1512036014160.0;633150936994.0;371821070395.0;1004972007389.0;156448750000.0;0;119103829079.0;502966821723.0;507064006771.0;1512036014160.0;679094715313.0;8515696324.0;9838767784.0;9838767784.0;15878012831.0;14486959936.0;8467059709.0;1371708075.0;-153239340437.0;125280420635.0
RBMS;Ristia Bintang Mahkotasejati Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;94977781333.0;676119019265.0;771096800598.0;34013707388.0;180939583451.0;214953290839.0;609242565200.0;0;-24010216546.0;552366341286.0;556143509759.0;771096800598.0;23437007819.0;-22123237722.0;-23700030500.0;-23700030500.0;-3502762163.0;-3422877749.0;-23552284037.0;-147746463.0;6348470672.0;50503143891.0
RCCC;PT Utama Radar Cahaya Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8022812410.0;5201053925.0;13223866335.0;2439334104.0;1066633499.0;3505967603.0;300000000.0;;00.00;9717898732.0;9717898732.0;13223866335.0;8325291779.0;3856089940.0;3029717426.0;3029717426.0;3029717426.0;3029717426.0;3029717426.0;;-172327165.0;447546305.0
RDTX;Roda Vivatex Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;464028004432.0;2697077352094.0;3161105356526.0;146965834672.0;109468499126.0;256434333798.0;134400000000.0;;11224645504.0;2904671022728.0;2904671022728.0;3161105356526.0;247280617337.0;196384936622.0;196370600334.0;195806481653.0;204307340343.0;204307340343.0;195806481653.0;0;-10050179858.0;181086181119.0
REAL;PT Repower Asia Indonesia Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;180456058797.0;173275664523.0;353731723320.0;2134925753.0;357379556.0;2492305309.0;165840253775.0;;183027612080.0;351239418011.0;351239418011.0;353731723320.0;7184090926.0;1865261871.0;1266587627.0;1266587627.0;1258010452.0;1258010452.0;1266587627.0;;32615595.0;3524613243.0
RELI;Reliance Sekuritas Indonesia Tbk;G. Financials;G3. Investment Service;G31. Investment Services;G312. Investment Banking & Brokerage Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;660311259078.0;0;0;180228132616.0;180000000000.0;0;318449659960.0;479861694744.0;480083126462.0;660311259078.0;0;22376316044.0;21167143364.0;21167143364.0;17444312450.0;17469969037.0;21190492493.0;-23349129.0;-11182661228.0;122205157022.0
RICY;Ricky Putra Globalindo Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E411. Clothing, Accessories & Bags;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1437105604640.0;257208362913.0;1694313967553.0;533524048039.0;857282703829.0;1390806751868.0;320858755000.0;;9973754666.0;276823934631.0;303507215685.0;1694313967553.0;198158315147.0;-61003697225.0;-66098078641.0;-66098078641.0;-69463076672.0;-68958581043.0;-66251318003.0;153239362.0;-6721225362.0;36984591430.0
RISE;PT Jaya Sukses Makmur Sentosa Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1294835557055.0;1351716787943.0;2646552344998.0;151015221172.0;229738539179.0;380753760351.0;1094500000000.0;;568073092129.0;2013394824827.0;2265798584647.0;2646552344998.0;104871853132.0;47302366631.0;40965480325.0;40965480325.0;41545140007.0;51249837984.0;50676668370.0;-9711188045.0;245085952418.0;331983367036.0
RMBA;Bentoel International Investama Tbk;D. Consumer Non-Cyclicals;D3. Tobacco;D31. Tobacco;D311. Tobacco;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;5598100.0;3794415.0;9392515.0;3284496.0;316541.0;3601037.0;1820057.0;0;13407240.0;5791473.0;5791478.0;9392515.0;793992.0;57667.0;7971.00.00;7971.00.00;82528.0;82478.0;7966.00.00;05.00;-7896.0;-267447.0
RMKE;PT RMK Energy Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;527052222050.0;873331093711.0;1400383315761.0;380910799556.0;216765640109.0;597676439665.0;437500000000.0;;125581359766.0;802128072591.0;802706876096.0;1400383315761.0;327175618363.0;254785807495.0;198141305025.0;198141305025.0;198402837620.0;199545890620.0;199284358040.0;-1143053015.0;47353883604.0;25575290805.0
ROCK;PT Rockfields Properti Indonesia Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;32680011296.0;1014307610036.0;1046987621332.0;34037091324.0;250482452342.0;284519543666.0;71759255000.0;0;844271845298.0;762553772282.0;762468077666.0;1046987621332.0;0;2637158423.0;-5316068984.0;-5316068984.0;-4989908504.0;-4989880128.0;-5316040489.0;-28495.0;12565257384.0;20663109027.0
RODA;Pikko Land Development Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1557988292491.0;2092698559153.0;3650686851644.0;423396641682.0;997125371951.0;1420522013633.0;1359212820900.0;0;-116968701705.0;2080373444304.0;2230164838011.0;3650686851644.0;0;29854508586.0;32760960104.0;32760960104.0;36821561944.0;11390030377.0;7453423784.0;25307536320.0;17008377826.0;65419490751.0
RONY;PT Aesler Grup Internasional Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;5879223524.0;32793881602.0;38673105126.0;3667517622.0;3041862806.0;6709380428.0;12500000000.0;;21243857143.0;31963724698.0;31963724698.0;38673105126.0;6546453797.0;-2712292867.0;-3057178296.0;-3057178296.0;-2931618224.0;-2931618224.0;-3057178296.0;0;-135551769.0;3448414.0
ROTI;PT Nippon Indosari Corpindo Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1282057210341.0;2909227212336.0;4191284422677.0;483213195704.0;838480024207.0;1321693219911.0;123729777760.0;0;1486392647799.0;2869543996308.0;2869591202766.0;4191284422677.0;1787407042707.0;378946292335.0;283602993676.0;283602993676.0;293269148356.0;293269939167.0;283603784487.0;-790811.0;-250998964768.0;758901794493.0
RSGK;PT Kedoya Adyaraya Tbk;F. Healthcare;F1. Healthcare Equipment & Providers;F12. Healthcare Providers;F121. Healthcare Providers;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;300385706776.0;645068037217.0;945453743993.0;83175932798.0;18058583301.0;101234516099.0;185935000000.0;0;280922244641.0;843894604344.0;844219227894.0;945453743993.0;184071021436.0;81593132728.0;53055506253.0;53055506253.0;51237115741.0;51116968026.0;52908528281.0;146977972.0;106621946510.0;138778099947.0
RUIS;Radiant Utama Interinsco Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A132. Oil, Gas & Coal Equipment & Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;705432871300.0;591337784292.0;1296770655592.0;614886507245.0;194711690901.0;809598198146.0;77000000000.0;;30971619947.0;487150380815.0;487172457446.0;1296770655592.0;217054302671.0;32388518368.0;18158667578.0;18158667578.0;31083455373.0;31081704042.0;18157462209.0;1205369.0;3168331895.0;86930311209.0
RUNS;PT Global Sukses Solusi Tbk;I. Technology;I1. Software & IT Services;I13. Software;I131. Software;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;62379014404.0;6910150718.0;69289165122.0;1449571274.0;137550203.0;1587121477.0;3934231500.0;0;63500629590.0;67702043645.0;67702043645.0;69289165122.0;1383433331.0;-13475501287.0;-10908493265.0;-10908493265.0;-10879629239.0;-10879629239.0;-10908493265.0;0;27847931774.0;46236277226.0
SAFE;Steady Safe Tbk;K. Transportation & Logistic;K1. Transportation;K13. Passenger Land Transportation;K132. Road Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;27205306574.0;271398925481.0;298604232055.0;323987512785.0;42851844428.0;366839357213.0;218234264000.0;0;506311100324.0;-67762476261.0;-68235125158.0;298604232055.0;52514853763.0;1630858545.0;792053209.0;792053209.0;682895415.0;682895415.0;792053209.0;0;5926711373.0;10642965910.0
SAGE;PT Saptausaha Gemilangindah Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;55297360202.0;224045098923.0;279342459125.0;152323083811.0;11428377054.0;163751460865.0;128465000000.0;;6759131080.0;115590998260.0;115590998260.0;279342459125.0;12484067813.0;6118405844.0;5375153791.0;4879398358.0;5206525981.0;5206525981.0;4879398358.0;;-1450241196.0;521931016.0
SAME;Sarana Meditama Metropolitan Tbk;F. Healthcare;F1. Healthcare Equipment & Providers;F12. Healthcare Providers;F121. Healthcare Providers;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;859320418720.0;4087279771592.0;4946600190312.0;332070516767.0;171543035182.0;503613551949.0;342592650900.0;0;3103614633094.0;3839091719650.0;4442986638363.0;4946600190312.0;542565867329.0;144156970499.0;142636688853.0;142636688853.0;159021557171.0;156879020795.0;144169265518.0;-1532576665.0;464709321183.0;515070324231.0
SAMF;PT Saraswanti Anugerah Makmur Tbk.;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B112. Agricultural Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1413923779237.0;349200100008.0;1763123879245.0;884452469621.0;16460481868.0;900912951489.0;512500000000.0;0;0;835848761546.0;862210927756.0;1763123879245.0;474686371685.0;218507276809.0;171146039488.0;171146039488.0;170904785426.0;165153928528.0;165349355719.0;5796683769.0;53526706300.0;99823579040.0
SAPX;PT Satria Antaran Prima Tbk.;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;189616124655.0;61151425484.0;250767550139.0;61866044671.0;20991715251.0;82857759922.0;83333330000.0;;52361576838.0;167909790217.0;167909790217.0;250767550139.0;199533188728.0;53103820899.0;44750176749.0;44750176749.0;44927713354.0;44927713354.0;44750176749.0;;-4306794865.0;63502482073.0
SATU;PT Kota Satu Properti Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;160736712874.0;98723713992.0;259460426866.0;68471754981.0;121849057012.0;190320811993.0;131250000000.0;;-12235280118.0;67293086001.0;69139614873.0;259460426866.0;3452704715.0;-18044948925.0;-17007904858.0;-17007904858.0;-17040571452.0;-16820796859.0;-16788398476.0;-219506382.0;-1105827449.0;2024149913.0
SBAT;PT Sejahtera Bintang Abadi Textile Tbk.;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E413. Textiles;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;354474824817.0;339755398512.0;694230223329.0;376143464357.0;59328420535.0;435471884892.0;95058664140.0;;162174216279.0;258757589158.0;258758338437.0;694230223329.0;56411163835.0;-56340665459.0;-47002475250.0;-47002475250.0;-46792035150.0;-46791937404.0;-47002377504.0;-97746.0;1561319232.0;11392977859.0
SBMA;PT Surya Biru Murni Acetylene Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;55587950494.0;195030805303.0;250618755797.0;32653492122.0;12672503698.0;45325995820.0;92840000000.0;0;29196109147.0;205292759977.0;205292759977.0;250618755797.0;46023830695.0;9644990523.0;7413865660.0;7413865660.0;9570699420.0;9570699420.0;7413865660.0;0;21319606605.0;23098927850.0
SCCO;PT Supreme Cable Manufacturing & Commerce Tbk;C. Industrials;C1. Industrial Goods;C13. Electrical;C131. Electrical Components & Equipment;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1752396200332.0;2944479716052.0;4696875916384.0;256862068217.0;30267372721.0;287129440938.0;205583400000.0;;17639679641.0;4421955844965.0;4409746475446.0;4696875916384.0;374471648198.0;174447936875.0;140694706122.0;140694706122.0;1189112910318.0;1186376633729.0;140489750055.0;204956067.0;-75761500523.0;950133212469.0
SCMA;Surya Citra Media Tbk;E. Consumer Cyclicals;E6. Media & Entertainment;E61. Media;E612. Broadcasting;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;6660356466.0;3253084504.0;9913440970.0;1697696732.0;754567518.0;2452264250.0;739705695.0;0;449445578.0;6388198534.0;7461176720.0;9913440970.0;3043736204.0;1725634233.0;1337985791.0;1337985791.0;1335260117.0;1346238290.0;1347464222.0;-9478431.0;2519074833.0;3232180510.0
